time,S,T
15000.0,0.0,291.3205368928894
15060.0,0.0,291.42697363218264
15120.0,0.0,291.73850242280685
15180.0,0.0,291.066814685925
15240.0,0.0,291.32211897454084
15300.0,0.0,291.68267139645053
15360.0,0.0,290.8587705347511
15420.0,0.0,290.64238288616434
15480.0,0.0,290.65710447970764
15540.0,0.0,291.30575808059706
15600.0,0.0,291.80484931252954
15660.0,0.0,291.38216791906575
15720.0,0.0,290.7735662980119
15780.0,0.0,291.85180506077165
15840.0,0.0,290.76920372463474
15900.0,0.0,290.8450505011084
15960.0,0.0,291.4026543215763
16020.0,0.0,291.1458872640509
16080.0,0.0,291.3733960907677
16140.0,0.0,291.3151287645249
16200.0,0.0,290.6099507714546
16260.0,0.0,291.9461215642377
16320.0,0.0,290.4846580915009
16380.0,0.0,291.39365345947584
16440.0,0.0,291.1604972934629
16500.0,0.0,290.52273897208187
16560.0,0.0,291.52421833370806
16620.0,0.0,290.9859358348901
16680.0,0.0,291.06313966147513
16740.0,0.0,291.7049546781342
16800.0,0.0,290.6251923014238
16860.0,0.0,290.9430362214536
16920.0,0.0,291.38699978752237
16980.0,0.0,291.0865662430003
17040.0,0.0,291.8417907594463
17100.0,0.0,290.6955862148795
17160.0,0.0,291.60224623387904
17220.0,0.0,291.3421638630706
17280.0,0.0,292.09866533737056
17340.0,0.0,291.0822697476492
17400.0,0.0,291.08846772647615
17460.0,0.0,291.2879386763962
17520.0,0.0,291.52271852659953
17580.0,0.0,291.0704640107557
17640.0,0.0,290.4862769358723
17700.0,0.0,291.6095971485165
17760.0,0.0,290.23476783478094
17820.0,0.0,290.21144326070504
17880.0,0.0,291.49042588556506
17940.0,0.0,291.8131747701771
18000.0,0.0,290.0093322256767
18060.0,0.0,290.7990295214656
18120.0,0.0,291.3025053066162
18180.0,0.0,291.26189566235524
18240.0,0.0,291.19066679511644
18300.0,0.0,291.45026622277567
18360.0,0.0,290.87202673039286
18420.0,0.0,291.17446417161443
18480.0,0.0,291.4163273321225
18540.0,0.0,291.05513971301144
18600.0,0.0,291.3402425410994
18660.0,0.0,291.72623793013867
18720.0,0.0,291.824226256199
18780.0,0.0,290.5611937287499
18840.0,0.0,290.9932859890578
18900.0,0.0,291.10968688820617
18960.0,0.0,290.68648766974246
19020.0,0.0,291.7766499808124
19080.0,0.0,291.62512425031446
19140.0,0.0,291.48855665558176
19200.0,0.0,290.79949022920266
19260.0,0.0,291.8292889985744
19320.0,0.0,290.99358652865004
19380.0,0.0,291.1328028905054
19440.0,0.0,291.43526441251004
19500.0,0.0,291.6188192201801
19560.0,0.0,291.2905469682738
19620.0,0.0,290.9939583074441
19680.0,0.0,290.5421006299131
19740.0,0.0,290.9926796279612
19800.0,0.0,291.5314231058582
19860.0,0.0,290.9962397506642
19920.0,0.0,291.56210221982786
19980.0,0.0,290.38445867727035
20040.0,0.0,291.35504013161545
20100.0,0.0,291.5384164998807
20160.0,0.0,291.0195221812759
20220.0,0.0,291.4465928075647
20280.0,0.0,290.1533974300975
20340.0,0.0,290.7245620097245
20400.0,0.0,290.8905820011424
20460.0,0.0,289.97871449336964
20520.0,0.0,291.82174771728626
20580.0,0.0,291.3225509308684
20640.0,0.0,291.6216137947986
20700.0,0.0,290.48610851286765
20760.0,0.0,291.5754871835399
20820.0,0.0,290.7945816654319
20880.0,0.0,292.05876810083697
20940.0,0.0,291.4284953082293
21000.0,0.0,290.4618745434248
21060.0,0.0,290.9431062968865
21120.0,0.0,291.2305311536289
21180.0,0.0,291.3993810037904
21240.0,0.0,290.9008167085538
21300.0,0.0,291.64286600278376
21360.0,0.0,291.1472587290665
21420.0,0.0,292.3822030540756
21480.0,0.0,290.24127263729355
21540.0,0.0,291.2133439854872
21600.0,146.46818401046104,291.6950840687836
21660.0,171.00664930254018,291.3165699430033
21720.0,107.23493772268618,292.34576899196725
21780.0,120.57618722938035,291.4544830553749
21840.0,160.1829453907933,291.50129764924736
21900.0,116.63362852566034,291.086688250797
21960.0,158.50087218918992,290.80628064094054
22020.0,162.3694560562065,290.59132331417595
22080.0,183.98520866492646,290.60227289471345
22140.0,179.43351215479979,290.2766279308496
22200.0,116.4051161342345,290.8738928260646
22260.0,160.29006937446758,291.7271297960666
22320.0,236.6027291431148,291.2180977001572
22380.0,166.65114569563053,291.2921223085117
22440.0,229.14862414852632,291.43961014893455
22500.0,208.0372453231082,290.9053868982267
22560.0,184.30024674413346,291.554066868996
22620.0,245.21974956176794,290.3778472656433
22680.0,191.00455627051196,292.0267345734536
22740.0,180.27816045442626,291.8617505085356
22800.0,206.18658280972505,291.42098341317296
22860.0,215.1713086386615,290.8813716263912
22920.0,246.82255105689177,291.4701242377763
22980.0,245.38001123396663,291.42284626009456
23040.0,249.37741270609007,290.68628141478786
23100.0,220.76101861126955,291.47888854549655
23160.0,221.2722450608869,291.31360257757416
23220.0,200.09329276385787,292.0044563445889
23280.0,200.2283155559306,291.8420330198617
23340.0,280.0117242085281,290.99355004858484
23400.0,257.2152768370965,291.3903166727979
23460.0,195.926570064513,290.95024450866134
23520.0,243.53724563459758,292.3010565034676
23580.0,241.17114731877848,291.8840776717461
23640.0,257.56599772187474,292.2132438204851
23700.0,241.46566758198526,291.2136732200684
23760.0,283.95457815509803,291.7744108269058
23820.0,261.7491333914995,291.34978432769157
23880.0,268.38706564354663,291.7163653888693
23940.0,236.06329324126034,291.6640393530836
24000.0,287.6810373073022,291.25301404357975
24060.0,242.16139426288322,291.80661373898164
24120.0,257.6010782127418,291.82806014102687
24180.0,259.113402134839,291.321629337425
24240.0,270.4370576061748,292.2192622635429
24300.0,220.27441294697064,291.9692596250125
24360.0,237.17650177881902,292.1685601230045
24420.0,254.80715599212775,291.4484553124616
24480.0,225.48756957957642,292.0798059494091
24540.0,205.42684760237162,291.78325890660136
24600.0,223.82663666563053,291.4479086689221
24660.0,268.83288124545743,290.6000195965165
24720.0,282.371458558169,291.4814876130594
24780.0,285.25960848591615,292.06457848005545
24840.0,232.5268099246782,291.84560303708435
24900.0,290.701949745246,291.1949121729212
24960.0,265.50695033000136,291.07216180745763
25020.0,184.70651210727152,291.48919362687445
25080.0,260.5290650499395,291.890425159294
25140.0,269.91966522063814,291.50072866469503
25200.0,254.93350728284128,291.2733686564104
25260.0,210.7987267060274,292.44638581952086
25320.0,250.0905841907258,291.2186019890476
25380.0,236.2407823034899,292.54472896770227
25440.0,264.7069667402065,293.2106473313661
25500.0,253.94331997748358,292.74806797813886
25560.0,207.31456181846454,292.34227657154713
25620.0,216.54075024573922,291.32969976993246
25680.0,275.8274524302848,292.5869298307428
25740.0,258.76566631406666,291.93785652764984
25800.0,292.60509189708677,292.7646929948072
25860.0,288.5535377707853,292.48983330573265
25920.0,257.7544787321082,291.4131269027179
25980.0,279.65954792268434,292.8268890200285
26040.0,282.2688571256728,293.49911185493806
26100.0,283.3791292662104,292.4330086898936
26160.0,275.06808978695597,291.8739367450821
26220.0,229.3915111616093,292.74392389133186
26280.0,215.93130337896116,292.1827750493588
26340.0,309.6533784563835,292.50945263054166
26400.0,242.59764698460862,293.379547425203
26460.0,289.33523819189713,292.66391739634224
26520.0,293.97555205973055,292.3556060647639
26580.0,267.89869559839707,292.4346330651497
26640.0,242.74010842097866,292.704503395965
26700.0,260.2683584463966,292.2280516453344
26760.0,238.3833032464109,291.622784287188
26820.0,210.9226049447076,292.60961784436256
26880.0,258.6025215384883,292.3151763534366
26940.0,323.87173314130814,291.75774405890814
27000.0,279.386939021851,292.84431413675264
27060.0,285.92418870849053,292.56996481326763
27120.0,270.63818932032274,292.5648225550819
27180.0,301.9086314445842,292.34767869525194
27240.0,251.4373036682768,292.3898881099029
27300.0,265.4657866984088,292.9063693625854
27360.0,263.69936411005864,291.8969800905579
27420.0,287.56522567069715,292.99744895220533
27480.0,311.3482373701076,293.1379498663803
27540.0,366.1437640265274,292.74778686310736
27600.0,313.812100965577,292.7083328469693
27660.0,322.6414322000969,292.4274057733974
27720.0,300.08328439352096,293.6115226764187
27780.0,312.7151563269025,293.6050083218239
27840.0,303.07251370978867,293.139227933524
27900.0,347.1226185594047,293.24366132607656
27960.0,375.33331634595277,291.8616225118907
28020.0,345.72479293186825,292.83316819878496
28080.0,306.6137610024515,293.0091802969314
28140.0,370.5263263680729,293.26445875838596
28200.0,361.3350493891,293.34037513601123
28260.0,322.56655789744616,293.3653288243798
28320.0,332.40385191009966,293.2445166628911
28380.0,416.2917330844761,293.1845910872991
28440.0,392.85870935338505,293.4364585401671
28500.0,400.63843394556744,293.0447996285406
28560.0,411.6040307966933,292.9915149160684
28620.0,367.13049446921895,293.34506029508174
28680.0,431.8609609249192,293.07118146249024
28740.0,433.5875166151807,293.6520852548371
28800.0,417.1546910708343,293.0747855129851
28860.0,350.1184465597644,293.16501654366317
28920.0,452.881821664139,294.49544914165205
28980.0,446.57870983770334,293.1180428464466
29040.0,458.07095512672447,293.3303585568127
29100.0,432.44539725797114,293.53379915936955
29160.0,458.9237359708203,293.62111088334933
29220.0,451.3840920982736,293.41876411864894
29280.0,471.7471561624803,293.5142303295149
29340.0,449.8258081137388,293.2835578884998
29400.0,447.57329925327633,293.08676022582796
29460.0,431.66088044857725,293.4427688368534
29520.0,532.4548768287085,294.2704254250015
29580.0,490.74954682835545,293.8928521569354
29640.0,491.5404234527012,293.6454113138173
29700.0,466.5497602712824,293.14443317788636
29760.0,475.45767149353145,293.3292063929973
29820.0,514.358138296877,294.42116178073206
29880.0,526.3924514970432,294.4212451862449
29940.0,509.48703156234706,292.6599629910143
30000.0,491.1492788036822,293.0449044760917
30060.0,523.0562011113474,293.8916960582797
30120.0,558.3586336498979,294.49052846757013
30180.0,530.2500405306569,293.84707341850145
30240.0,530.6963751868634,293.47404229700584
30300.0,503.3868376065378,293.8743211521662
30360.0,585.2071879675505,292.8241590770646
30420.0,595.8266199247394,294.0104454236523
30480.0,504.937236032279,293.86848176700613
30540.0,563.5280104385674,294.59544480689686
30600.0,536.9290660100307,294.3346658112439
30660.0,539.6304017571888,294.01117782666483
30720.0,586.1003754162567,293.58044971288837
30780.0,601.9839495379895,295.27149256949855
30840.0,557.871676240706,294.23516210774943
30900.0,608.4434208996815,294.1219774235684
30960.0,606.9481597962658,294.5126527702502
31020.0,560.9698040809611,294.9072789964897
31080.0,609.1248230319276,293.6617907519379
31140.0,623.9669040262531,294.6835534018551
31200.0,556.8500769188328,294.73963664372263
31260.0,603.6524708724094,295.0255627017463
31320.0,561.8401331730349,294.3381165438572
31380.0,602.8096598159269,294.6972565847941
31440.0,560.0113152509576,295.1835691920538
31500.0,607.6293758032858,294.5815617717213
31560.0,558.3099199061526,294.66009299361696
31620.0,604.4877438464845,294.1933130802302
31680.0,565.4168250496231,294.2275020202611
31740.0,608.0020254393584,294.2694412514034
31800.0,634.0655250090875,295.04572280404204
31860.0,629.5527215758426,295.59013662656724
31920.0,615.017635907925,295.1815542985489
31980.0,569.6749977929098,295.01823595568044
32040.0,620.7892887381884,294.77076385250064
32100.0,600.9332665637489,295.26111425681955
32160.0,633.8024433676801,295.1289224283022
32220.0,598.7211921720077,295.4039013091021
32280.0,671.3390446452206,294.7575123519024
32340.0,602.8198719550883,295.5461687341739
32400.0,625.6610630489058,295.4400373461588
32460.0,672.613817459283,294.6071855858527
32520.0,592.7792749980077,294.81444768764936
32580.0,638.7582133621702,295.86602945849654
32640.0,609.0759072274128,295.57243673167596
32700.0,612.1109620167874,294.9915813003224
32760.0,598.9155979685486,295.4746371492187
32820.0,647.1584429239404,295.2970911292277
32880.0,587.5709764638448,294.8868053826286
32940.0,623.7239914540949,294.6095371536026
33000.0,633.9540681027846,295.22521975988707
33060.0,618.7121822940184,295.03946095762524
33120.0,622.5397387255052,295.7661697063433
33180.0,660.1155107050072,294.94902607328294
33240.0,613.7319282019854,295.3091020949768
33300.0,609.1057436898141,295.5103237063686
33360.0,543.5044135336576,294.86712256522634
33420.0,696.2052487476783,296.1586308640631
33480.0,591.9142466303432,296.14800847201656
33540.0,590.021627085464,295.3597307885899
33600.0,575.0820965473059,295.231817100577
33660.0,562.232241034843,296.0083720398263
33720.0,710.8942834893745,295.9295749090251
33780.0,605.9388818301923,295.5753984009035
33840.0,606.428518103767,295.5088774322228
33900.0,604.6090161863535,295.9010530274847
33960.0,634.1635172085296,294.63791908994995
34020.0,616.9021322781276,295.47548358033185
34080.0,697.7350069165042,295.958610489329
34140.0,663.1872908681029,296.4876591081154
34200.0,633.4602903558708,296.0934046582362
34260.0,668.1424092094136,297.0439683107899
34320.0,655.6461418713,296.3403846880103
34380.0,612.363563759748,296.3923893003035
34440.0,665.5127539764737,295.855202248763
34500.0,661.3923788963655,296.0121010194243
34560.0,707.4827251232834,295.52969710216996
34620.0,636.8464784051108,296.46012587980687
34680.0,705.2974776578222,296.70250201252173
34740.0,701.0194777180806,295.90364885825085
34800.0,702.5998007081944,297.169726881298
34860.0,696.2701820136548,296.301316723635
34920.0,670.5442255152584,296.83503108305626
34980.0,754.8567152630926,295.56702603233384
35040.0,724.0372145808933,297.47369273677447
35100.0,758.7925137850899,296.82358407583865
35160.0,760.1536515490936,297.09168174876027
35220.0,737.4764716167923,295.63575640928264
35280.0,722.1942622309161,297.1924848400849
35340.0,787.0885863783769,296.91285057677817
35400.0,710.8449509414726,296.3749817526182
35460.0,768.3952956137603,295.7229426740185
35520.0,742.6147806441136,296.10056359198785
35580.0,748.0910841678798,296.6005067326374
35640.0,789.4921829841313,295.76326504432944
35700.0,787.2063669712077,297.0407288118393
35760.0,762.2051598683382,295.6726980810931
35820.0,783.1975826976322,297.61704343897196
35880.0,800.7324331320052,296.18218988187937
35940.0,836.4638227627277,296.6702766470422
36000.0,779.1146244624434,296.8529604571341
36060.0,782.0037458440463,297.6156946570982
36120.0,817.858275179318,297.1325331710373
36180.0,870.735947757126,297.45824016976206
36240.0,845.5037717766025,297.87176726835827
36300.0,820.2831542577302,297.3148752154586
36360.0,853.1439052538071,298.2487491377432
36420.0,831.2807008073021,297.6372433535807
36480.0,827.1371787440154,296.6586782558232
36540.0,844.2069350755947,297.4047356387416
36600.0,866.2616647837103,297.10213001044804
36660.0,860.7272107114344,298.12725343357107
36720.0,835.906002306497,297.96351345294437
36780.0,889.1522102134478,298.6217966859401
36840.0,942.9047877259986,298.75878851005814
36900.0,863.5507338909878,297.5509821986077
36960.0,822.3372539381411,297.7752581471093
37020.0,833.898338339072,298.02375598607784
37080.0,883.5986394930778,298.9686060508393
37140.0,882.6339582375309,298.8907430772778
37200.0,908.6159947212677,297.78886600541773
37260.0,889.5979693002878,298.4820722039765
37320.0,910.6295263647594,298.11604386424153
37380.0,928.2079486513895,297.79184552950073
37440.0,921.322503962254,298.2016623822827
37500.0,897.5092383139016,298.0555542672728
37560.0,812.2997934154834,298.8189457180823
37620.0,961.0695629694802,298.23003187431254
37680.0,937.6377539184346,298.42639124565204
37740.0,860.1347502349756,297.7983273914055
37800.0,935.1687736090922,298.0427111348993
37860.0,927.3859103804367,297.58318709889846
37920.0,991.4376509562844,298.6788864794191
37980.0,903.6632886288548,298.00762957191876
38040.0,914.7569774273355,297.5442835158946
38100.0,867.5727821824141,299.42012735769003
38160.0,929.5818756144406,299.289543614687
38220.0,889.260641070853,299.03032191514126
38280.0,977.3211914934318,298.11324203137127
38340.0,915.6615570958332,298.73119117104295
38400.0,947.5211720926956,298.330481656279
38460.0,962.5597454759134,298.2412701660476
38520.0,917.1322795860704,298.6906788681768
38580.0,940.8377392673159,299.355415433167
38640.0,935.5884260847605,298.3869912957493
38700.0,956.7690256543386,297.8289225714732
38760.0,987.9652093362765,299.7188549342091
38820.0,947.4484917788343,299.00714295827936
38880.0,974.4201435004521,299.0741263634307
38940.0,947.4541003685873,299.7357773407347
39000.0,987.4183197130845,298.60690534051884
39060.0,975.8786180098359,299.1648188581814
39120.0,911.4693982515406,299.42045117142436
39180.0,985.1623329448785,299.490535451091
39240.0,956.2441437854952,299.2327249923464
39300.0,927.5556889301262,300.17911839742726
39360.0,987.713785811098,299.3538585113827
39420.0,914.1875547575182,299.8231369966944
39480.0,921.1893952955346,299.7903545839639
39540.0,933.0093883714806,299.80775658180437
39600.0,930.5790595296754,299.87448387837446
39660.0,942.4384479402614,299.5359669073333
39720.0,983.9009983606809,299.88429202613736
39780.0,925.2506371681783,299.9402111319457
39840.0,938.4627848498617,299.7386467658222
39900.0,966.431594260581,299.14034205970137
39960.0,915.6201105252771,300.2593800730577
40020.0,938.64297542485,299.8825347140707
40080.0,910.7656546608331,300.0891189155714
40140.0,967.3223094968163,300.21890209499907
40200.0,974.0395441726699,300.26352506056503
40260.0,936.5271676835297,299.9038393356467
40320.0,929.8835518542459,299.7134919417492
40380.0,939.4432975582118,299.68093289884763
40440.0,922.916737465034,300.6638859466788
40500.0,940.0120443271134,299.73453135586163
40560.0,911.7207871788281,300.2948933706545
40620.0,971.7612660293449,300.6896110299126
40680.0,956.2647536146161,300.227185772876
40740.0,919.741956965971,300.26733253000486
40800.0,929.6651820787661,300.19329949034517
40860.0,941.933440960525,300.8970803152511
40920.0,928.1981596060658,300.45881806277845
40980.0,923.890952691328,301.43884989684705
41040.0,951.0619955755504,300.6633640837623
41100.0,947.2097916075725,301.014148440775
41160.0,947.1675950099404,301.11629203773913
41220.0,955.6147522044998,300.1711688073881
41280.0,936.7189413954109,300.86213436048143
41340.0,903.0866363473828,301.3937256310509
41400.0,907.6387080818711,301.02537194480567
41460.0,948.8350735300629,300.11319833568945
41520.0,971.6832409539619,300.6820519667258
41580.0,981.0168221924652,301.15570701485046
41640.0,963.4304279242093,301.57132513670456
41700.0,938.4608127384023,301.4411778407743
41760.0,965.8733013640276,300.5378462438585
41820.0,1016.8713885662448,301.81267919218084
41880.0,971.3827110681767,301.157705944785
41940.0,958.5372968838976,300.92440613445336
42000.0,916.2275711062546,301.2006177133464
42060.0,911.3229140458483,301.8767992491821
42120.0,948.167251004059,301.63356431703784
42180.0,941.6914247651432,301.1709058248668
42240.0,1022.6753901536794,301.7913967567146
42300.0,946.5519207666816,301.670746024534
42360.0,954.7048001565641,301.6103274431961
42420.0,1008.607585098552,302.9246975164541
42480.0,976.0601464928579,302.37410354483865
42540.0,1001.8180984320582,301.7785737560521
42600.0,922.0826252593447,301.74804011682124
42660.0,979.3622505336978,302.10572376286166
42720.0,955.6482145876622,301.80273724286945
42780.0,965.7893741680754,301.92937586568524
42840.0,966.394602741196,302.2839558017675
42900.0,960.9037485191701,301.8468726389227
42960.0,1004.3142308734128,301.71390130880417
43020.0,990.7247633785913,302.278775287733
43080.0,969.3324069964877,302.1452827903854
43140.0,1013.8089049152238,302.2181841848076
43200.0,1017.8772795884518,302.61039030183264
43260.0,950.435447355329,301.7957536224261
43320.0,992.9670136939451,301.68366891287764
43380.0,1022.0122950196209,301.86406443261313
43440.0,1034.8917436554682,301.759529900381
43500.0,991.4140081403231,302.2050580451461
43560.0,1014.2510530699332,302.8117062183407
43620.0,986.0614701036727,302.3267351114071
43680.0,1037.2501457507815,302.5885192092981
43740.0,1041.9458526848314,302.2977713857558
43800.0,1013.2974800192824,302.8634667525141
43860.0,1114.6473246483372,302.49309793997116
43920.0,1091.0533023613982,302.8006287550605
43980.0,1022.5326408928701,303.00994013342375
44040.0,1029.2933866709848,302.05760677210105
44100.0,1039.35143081884,302.78991583805185
44160.0,1038.3418884670893,303.3435315131033
44220.0,1005.973030684582,302.38654772669787
